Key,OrgName,Org_ID,PriorityDescription,ResultType,Target,WaitTime_90percentile,WaitTime_mean,WaitTime_percent_within_target,case_per_day,case_per_month,day,orgSort
201902,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,662.0878141019999,4446.0,Tuesday,1.0
201902,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,654.338129328,4446.0,Wednesday,1.0
201902,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,652.733563482,4446.0,Thursday,1.0
201902,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,636.7850012160001,4446.0,Friday,1.0
201902,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,576.6511217220001,4446.0,Saturday,1.0
201902,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,589.420896246,4446.0,Sunday,1.0
201903,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,779.947132335,5145.0,Monday,1.0
201903,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,766.181242365,5145.0,Tuesday,1.0
201903,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,757.21315236,5145.0,Wednesday,1.0
201903,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,755.356316715,5145.0,Thursday,1.0
201903,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,736.90032192,5145.0,Friday,1.0
201903,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,667.3121955150001,5145.0,Saturday,1.0
201903,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,682.089633645,5145.0,Sunday,1.0
201904,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,802.989302231,5297.0,Monday,1.0
201904,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,788.816723189,5297.0,Tuesday,1.0
201904,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,779.5836866960001,5297.0,Wednesday,1.0
201904,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,777.671994099,5297.0,Thursday,1.0
201904,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,758.670749312,5297.0,Friday,1.0
201904,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,687.026763779,5297.0,Saturday,1.0
201904,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,702.240775397,5297.0,Sunday,1.0
201905,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.4,NDA,789.80069183,5210.0,Monday,1.0
201905,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.4,NDA,775.86088877,5210.0,Tuesday,1.0
201905,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.4,NDA,766.77949928,5210.0,Wednesday,1.0
201905,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.4,NDA,764.89920507,5210.0,Thursday,1.0
201905,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.4,NDA,746.21004416,5210.0,Friday,1.0
201905,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.4,NDA,675.7427674700001,5210.0,Saturday,1.0
201905,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.4,NDA,690.7068982100001,5210.0,Sunday,1.0
201906,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,818.754997423,5401.0,Monday,1.0
201906,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,804.304157437,5401.0,Tuesday,1.0
201906,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,794.889841768,5401.0,Wednesday,1.0
201906,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,792.940615467,5401.0,Thursday,1.0
201906,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,773.566304896,5401.0,Friday,1.0
201906,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,700.515678907,5401.0,Saturday,1.0
201906,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,716.028398701,5401.0,Sunday,1.0
201907,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,841.797167319,5553.0,Monday,1.0
201907,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,826.9396382609999,5553.0,Tuesday,1.0
201907,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,817.260376104,5553.0,Wednesday,1.0
201907,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,815.256292851,5553.0,Thursday,1.0
201907,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,795.336732288,5553.0,Friday,1.0
201907,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,720.2302471710001,5553.0,Saturday,1.0
201907,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.6,NDA,736.1795404530001,5553.0,Sunday,1.0
201908,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.6,NDA,829.366523033,5471.0,Monday,1.0
201908,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.6,NDA,814.7283920269999,5471.0,Tuesday,1.0
201908,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.6,NDA,805.1920615280001,5471.0,Wednesday,1.0
201908,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.6,NDA,803.2175721570001,5471.0,Thursday,1.0
201908,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.6,NDA,783.592159616,5471.0,Friday,1.0
201908,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.6,NDA,709.5947563970001,5471.0,Saturday,1.0
201908,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.6,NDA,725.308529771,5471.0,Sunday,1.0
201909,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.3,NDA,803.140895454,5298.0,Monday,1.0
201909,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.3,NDA,788.9656408259999,5298.0,Tuesday,1.0
201909,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.3,NDA,779.730861264,5298.0,Wednesday,1.0
201909,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.3,NDA,777.8188077660001,5298.0,Thursday,1.0
201909,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.3,NDA,758.813975808,5298.0,Friday,1.0
201909,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.3,NDA,687.1564648860001,5298.0,Saturday,1.0
201909,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.7,1.3,NDA,702.373348698,5298.0,Sunday,1.0
201911,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.5,NDA,708.243537856,4672.0,Monday,1.0
201911,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.5,NDA,695.743200064,4672.0,Tuesday,1.0
201911,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.5,NDA,687.599581696,4672.0,Wednesday,1.0
201911,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.5,NDA,685.913452224,4672.0,Thursday,1.0
201911,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.5,NDA,669.1541893120001,4672.0,Friday,1.0
201911,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.5,NDA,605.963571904,4672.0,Saturday,1.0
201911,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.0,1.5,NDA,619.382462272,4672.0,Sunday,1.0
201912,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,732.953233205,4835.0,Monday,1.0
201912,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,720.0167748949999,4835.0,Tuesday,1.0
201912,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,711.5890362800001,4835.0,Wednesday,1.0
201912,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,709.8440799450001,4835.0,Thursday,1.0
201912,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,692.5001081600001,4835.0,Friday,1.0
201912,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,627.104852345,4835.0,Saturday,1.0
201912,University Health Network - Toronto Western Hospital,1364.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,2.9,1.5,NDA,640.9919103350001,4835.0,Sunday,1.0
201812,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.7,NDA,645.332350311,4257.0,Monday,1.0
201812,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.7,NDA,633.942380709,4257.0,Tuesday,1.0
201812,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.7,NDA,626.5221359760001,4257.0,Wednesday,1.0
201812,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.7,NDA,624.9857804190001,4257.0,Thursday,1.0
201812,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.7,NDA,609.715193472,4257.0,Friday,1.0
201812,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.7,NDA,552.137612499,4257.0,Saturday,1.0
201812,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.7,NDA,564.364542357,4257.0,Sunday,1.0
201901,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,676.257367803,4461.0,Monday,1.0
201901,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,664.3215786569999,4461.0,Tuesday,1.0
201901,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,656.545747848,4461.0,Wednesday,1.0
201901,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,654.935768487,4461.0,Thursday,1.0
201901,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,638.933398656,4461.0,Friday,1.0
201901,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,578.596638327,4461.0,Saturday,1.0
201901,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,591.409495761,4461.0,Sunday,1.0
201902,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,602.128281756,3972.0,Monday,1.0
201902,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,591.500854164,3972.0,Tuesday,1.0
201902,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,584.5773840960001,3972.0,Wednesday,1.0
201902,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,583.143885324,3972.0,Thursday,1.0
201902,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,568.895642112,3972.0,Friday,1.0
201902,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,515.172797004,3972.0,Saturday,1.0
201902,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.3,1.7,NDA,526.5811515720001,3972.0,Sunday,1.0
201903,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.2,1.6,NDA,711.730181985,4695.0,Monday,1.0
201903,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.2,1.6,NDA,699.168305715,4695.0,Tuesday,1.0
201903,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.2,1.6,NDA,690.98459676,4695.0,Wednesday,1.0
201903,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.2,1.6,NDA,689.290166565,4695.0,Thursday,1.0
201903,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.2,1.6,NDA,672.44839872,4695.0,Friday,1.0
201903,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.2,1.6,NDA,608.9466973650001,4695.0,Saturday,1.0
201903,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.2,1.6,NDA,622.431648195,4695.0,Sunday,1.0
201904,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.6,1.9,NDA,690.203944319,4553.0,Monday,1.0
201904,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.6,1.9,NDA,678.022001261,4553.0,Tuesday,1.0
201904,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.6,1.9,NDA,670.0858081040001,4553.0,Wednesday,1.0
201904,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.6,1.9,NDA,668.442625851,4553.0,Thursday,1.0
201904,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.6,1.9,NDA,652.110236288,4553.0,Friday,1.0
201904,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.6,1.9,NDA,590.529140171,4553.0,Saturday,1.0
201904,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.6,1.9,NDA,603.6062394530001,4553.0,Sunday,1.0
201905,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.8,NDA,699.147944476,4612.0,Monday,1.0
201905,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.8,NDA,686.8081418439999,4612.0,Tuesday,1.0
201905,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.8,NDA,678.769107616,4612.0,Wednesday,1.0
201905,University Health Network - Toronto General Hospital,1359.0,"How long patients waited from checking in at triage or registration, to their first assessment by a doctor, nurse-practitioner or dentist in the emergency department.",PIA,,3.4,1.8,NDA,677.104632204,4612.0,Thursday,1.0
